OBJECTID,Station Identification,Observation Date/Time,Station Name,Country Name,Station Elevation (Meters),Air Temperature (°F),Dew Point Temperature (°F),Relative Humidity (%),Wind Origin (Degrees),Wind Speed (km/h),Wind Gust (km/h),Wind Chill (°F),Horizontal Visibility (Meters),Altimeter Pressure (Millibars),Sky Conditions,Weather Conditions,Remarks,Heat Feels Like (°F),Location Latitude (DD),Location Longitude (DD),x,y
2189,KAAA,11/10/2019 1:55:00 AM,Lincoln,"Illinois, United States Of America",182,43.7,34.3,69,0,0,0,62.9,16000,1014.5,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,40.17,-89.33,-89.3300000003312,40.1700000000731
2190,KA39,11/10/2019 1:55:00 AM,Ak-Chin,"Arizona, United States Of America",396,75.2,42.8,31,20,11,0,,16000,1016.2,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,75.6,32.98,-111.92,-111.920000000151,32.9800000000729
2191,K6A1,11/10/2019 1:55:00 AM,Butler,"Georgia, United States Of America",203,44.1,34,67,0,0,0,63.1,16000,1023.4,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,32.57,-84.25,-84.2499999997009,32.5700000001683
2192,K3K3,11/10/2019 1:55:00 AM,Syracuse,"Kansas, United States Of America",1013,50,14,23,300,6,0,49.3,16000,1015.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,38,-101.75,-101.74999999986,38.0000000002117
2193,K1H2,11/10/2019 1:55:00 AM,Effingham,"Illinois, United States Of America",179,43.7,24.6,47,180,11,0,39.6,16000,1016.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,39.07,-88.53,-88.5299999997439,39.0699999998446
2194,K0R4,11/10/2019 1:55:00 AM,Vidalia/Concordi,"Louisiana, United States Of America",17,45,38.5,78,0,0,0,63.7,16000,1022.7,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,31.57,-91.5,-91.500000000139,31.5700000001589
2195,K06C,11/10/2019 1:55:00 AM,,,244,42.8,29.8,60,220,7,0,40,16000,1011.8,Overcast Cloud Deck at 2700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,41.98,-88.1,-88.1000000001132,41.9800000000543
2196,PAUT,11/10/2019 1:55:00 AM,Akutan,"Alaska, United States Of America",25,47.5,45.5,93,80,24,0,41.4,11000,997.6,"Broken Clouds at 670 meters AGL, Overcast Cloud Deck at 1500 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,54.15,-165.6,-165.600000000305,54.1499999999044
2197,PAAD,11/10/2019 1:55:00 AM,Point Thompson,"Alaska, United States Of America",8,8.2,0.5,70,220,19,0,-6.8,16000,1017.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,70.13,-146.28,-146.27999999964,70.1299999999548
2198,PATC,11/10/2019 1:55:00 AM,Tin City Afs,"Alaska, United States Of America",83,33.6,33.1,98,190,17,0,25.5,16000,1013.2,"Few Clouds at 240 meters AGL, Overcast Cloud Deck at 520 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,65.57,-167.92,-167.919999999942,65.5699999999206
2199,PAIM,11/10/2019 1:55:00 AM,Indian Mountain,"Alaska, United States Of America",389,13.6,-8.1,36,140,20,0,-0.7,16000,1019.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,66,-153.7,-153.699999999765,66.000000000019
2200,KMTC,11/10/2019 1:55:00 AM,Selfridge Angb,"Michigan, United States Of America",177,32.7,26.6,78,180,11,0,26.4,19000,1013.2,Broken Clouds at 6700 meters AGL,No significant weather present at this time.,,,42.62,-82.82,-82.8200000000097,42.6199999996927
2201,EHSC,11/10/2019 1:55:00 AM,Goeree Le  Sea,Netherlands,50,44.6,41,87,150,17,0,39.2,10000,1006.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,51.93,3.67,3.66999999989836,51.9300000002767
2202,EHSA,11/10/2019 1:55:00 AM,Euro Platform,Netherlands,50,46.4,39.2,76,120,11,0,42.9,10000,1006.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,52,3.28,3.2799999999826,52.0000000000149
2203,EHQE,11/10/2019 1:55:00 AM,Hoorn-A   Sea,Netherlands,50,50,30.2,46,200,15,0,46.3,10000,1005.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,52.92,4.15,4.15000000007109,52.9199999999217
2204,EHPG,11/10/2019 1:55:00 AM,P11-B     Sea,Netherlands,50,48.2,39.2,71,,0,0,,10000,1005.9,Few Clouds at 640 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,52.37,3.35,3.35000000038208,52.3700000001828
2205,EHMG,11/10/2019 1:55:00 AM,L9-Ff-1   Sea,Netherlands,50,50,44.6,82,0,15,0,46.3,10000,1005.9,"Scattered Clouds at 490 meters AGL, Broken Clouds at 640 meters AGL, Broken Clouds at 790 meters AGL",Light Rain,,,53.62,4.97,4.96999999961758,53.6200000001083
2206,EHMA,11/10/2019 1:55:00 AM,Awg-1     Sea,Netherlands,50,44.6,41,87,210,30,0,36.8,10000,1005.9,"Few Clouds at 460 meters AGL, Scattered Clouds at 880 meters AGL, Broken Clouds at 1000 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,53.5,5.95,5.94999999982052,53.5000000001037
2207,EHKV,11/10/2019 1:55:00 AM,K14-Fa-1C Sea,Netherlands,50,50,39.2,66,,0,0,,10000,1006.9,"Scattered Clouds at 640 meters AGL, Scattered Clouds at 790 meters AGL, Broken Clouds at 1300 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,53.27,3.63,3.63000000018342,53.2700000001365
2208,EHJR,11/10/2019 1:55:00 AM,K13-A    Sea,Netherlands,50,48.2,37.4,66,290,15,0,44.1,,1006.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,53.22,3.22,3.22000000041017,53.21999999993
2209,EHJA,11/10/2019 1:55:00 AM,J6-A     Sea,Netherlands,50,50,42.8,76,20,28,0,44.1,10000,1006.9,"Scattered Clouds at 520 meters AGL, Broken Clouds at 760 meters AGL, Broken Clouds at 850 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,53.82,2.95,2.94999999963926,53.8200000000436
2210,EHHW,11/10/2019 1:55:00 AM,,,0,50,42.8,76,300,15,0,46.3,10000,1004.9,"Few Clouds at 370 meters AGL, Scattered Clouds at 1200 meters AGL, Broken Clouds at 1500 meters AGL","Light Rain, Light Drizzle",,,54.03,6.03,6.03000000014877,54.0299999998254
2211,EHFZ,11/10/2019 1:55:00 AM,F16-A    Sea,Netherlands,50,50,42.8,76,350,26,0,44.4,10000,1005.9,"Scattered Clouds at 490 meters AGL, Few Clouds at 550 meters AGL, Broken Clouds at 580 meters AGL, Broken Clouds at 700 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,54.12,4.02,4.02000000009918,54.1199999999317
2212,EHFD,11/10/2019 1:55:00 AM,F3-Fb-1  Sea,Netherlands,50,50,39.2,66,30,17,0,45.9,10000,1005.9,"Few Clouds at 760 meters AGL, Scattered Clouds at 1200 meters AGL, Broken Clouds at 1400 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,54.85,4.7,4.699999999745,54.849999999915
2213,EHDV,11/10/2019 1:55:00 AM,D15-Fa-1 Sea,Netherlands,50,50,41,71,20,41,0,42.7,10000,1006.9,"Scattered Clouds at 640 meters AGL, Scattered Clouds at 790 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,54.32,2.93,2.92999999978178,54.3200000001459
2214,EHAK,11/10/2019 1:55:00 AM,A12-Cpp Sea,Netherlands,50,48.2,41,76,20,19,0,43.3,10000,1006.9,Few Clouds at 610 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,55.42,3.82,3.81999999972775,55.4200000002547
2215,KOVL,11/10/2019 1:55:00 AM,Olivia,"Minnesota, United States Of America",328,33.8,32,93,310,7,0,29.5,16000,1013.9,Overcast Cloud Deck at 1500 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,44.78,-95.03,-95.0300000001367,44.7799999997947
2216,KY23,11/10/2019 1:55:00 AM,Chetek,"Wisconsin, United States Of America",322,32.2,32.2,100,,0,0,,4800,1011.5,Overcast Cloud Deck at 120 meters AGL,Light Snow,,,45.3,-91.63,-91.6300000001109,45.3000000001465
2217,KXNX,11/10/2019 1:55:00 AM,,,178,44.6,28.4,53,0,0,0,63.4,16000,1021,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,36.38,-86.42,-86.4200000004069,36.3799999998202
2218,KUYF,11/10/2019 1:55:00 AM,London,"Ohio, United States Of America",330,30.2,28.4,93,190,9,0,24.3,16000,1016.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,39.93,-83.47,-83.4699999998694,39.9299999998435
2219,KUSE,11/10/2019 1:55:00 AM,Wauseon,"Ohio, United States Of America",238,37.4,28.4,70,210,15,0,30.8,16000,1013.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,41.62,-84.13,-84.1299999996577,41.6199999999766
2220,KUCY,11/10/2019 1:55:00 AM,Union City,"Tennessee, United States Of America",104,41,30.2,65,0,0,0,61.2,16000,1019.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,36.38,-88.98,-88.9800000001304,36.3799999998202
2221,KTHA,11/10/2019 1:55:00 AM,Tullahoma,"Tennessee, United States Of America",331,37.4,30.2,75,0,0,0,59,16000,1020.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,35.38,-86.25,-86.2499999998217,35.3800000001309
2222,KTFP,11/10/2019 1:55:00 AM,Ingleside/Tp Mcc,"Texas, United States Of America",6,57.2,45,64,170,6,0,,16000,1023,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,27.92,-97.22,-97.2199999998019,27.9199999997073
2223,KTCY,11/10/2019 1:55:00 AM,,,59,64.4,39.2,39,220,11,0,,16000,1017.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,37.68,-121.43,-121.429999999756,37.6800000002272
2224,KSZY,11/10/2019 1:55:00 AM,Selmer,"Tennessee, United States Of America",,41,30.2,65,200,6,0,39,16000,1020.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,35.2,-88.5,-88.4999999999577,35.2000000001955
2225,KSYI,11/10/2019 1:55:00 AM,Shelbyville,"Tennessee, United States Of America",245,42.8,28.4,56,170,9,0,39.2,16000,1020.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,35.57,-86.45,-86.4500000001931,35.5699999997924
2226,KSRE,11/10/2019 1:55:00 AM,Seminole,"Oklahoma, United States Of America",312,55.4,48.2,77,260,9,0,,16000,1018.3,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,35.27,-96.68,-96.6800000000567,35.270000000097
2227,KSRB,11/10/2019 1:55:00 AM,Sparta,"Tennessee, United States Of America",313,33.8,30.2,86,200,6,0,30.7,16000,1020.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,36.05,-85.53,-85.5299999995626,36.0500000002591
2228,KSHD,11/10/2019 1:55:00 AM,Staunton/Shenand,"Virginia, United States Of America",366,30.9,21,66,200,6,0,27.5,16000,1021,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,38.27,-78.9,-78.9000000000963,38.2699999998007
2229,KSCX,11/10/2019 1:55:00 AM,,,471,41,30.2,65,200,7,0,37.9,16000,1020.3,Few Clouds at 1200 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,36.45,-84.58,-84.5800000000442,36.4500000003331
2230,KOEL,11/10/2019 1:55:00 AM,Oakley,"Kansas, United States Of America",929,54.3,23.2,30,300,13,0,,16000,1014.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,39.12,-100.82,-100.820000000199,39.1199999996769
2231,KOGA,11/10/2019 1:55:00 AM,Ogallala,"Nebraska, United States Of America",999,48.6,24.1,38,0,0,0,65.9,16000,1015.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,41.12,-101.77,-101.769999999717,41.120000000299
2232,KOGS,11/10/2019 1:55:00 AM,Ogdensburg Intl,"New York, United States Of America",91,35.6,21.2,55,190,17,0,28,16000,1014.2,Overcast Cloud Deck at 1400 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,44.67,-75.47,-75.4700000002843,44.6699999999382
2233,KOKM,11/10/2019 1:55:00 AM,Okmulgee,"Oklahoma, United States Of America",220,56.8,46.4,68,200,11,0,,16000,1018.3,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,35.67,-95.95,-95.9499999998689,35.669999999673
2234,KOLY,11/10/2019 1:55:00 AM,Olney-Noble,"Illinois, United States Of America",147,42.8,33.3,69,200,9,0,39.2,16000,1016.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,38.72,-88.18,-88.1800000004414,38.7200000000093
2235,KONL,11/10/2019 1:55:00 AM,O'Neill,"Nebraska, United States Of America",619,55.2,29.1,37,310,20,0,,16000,1013.2,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,42.47,-98.67,-98.6700000002488,42.4700000002575
2236,KONM,11/10/2019 1:55:00 AM,Socorro,"New Mexico, United States Of America",1410,52.3,24.6,34,230,6,0,,16000,1022.7,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,34.02,-106.9,-106.899999999992,34.0199999996735
2237,KCNW,11/10/2019 1:55:00 AM,Waco/Tsti,"Texas, United States Of America",156,53.6,48.2,82,150,11,0,,16000,1021.7,Clear Skies,No significant weather present at this time.,,,31.63,-97.07,-97.0699999999725,31.6299999999922
